,city,REGION
1059,guadalupe,NORTH AMERICA
1060,selçuklu,ASIA
1061,karbalā’,ASIA
1062,borvāyeh-ye al bū ‘azīz,ASIA
1063,city of parañaque,ASIA
1064,taihecun,ASIA
1065,mamak,ASIA
1066,jianshe,ASIA
1067,zaragoza,EUROPE
1068,shishi,ASIA
1069,shizuoka,ASIA
1070,agege,AFRICA
1071,mar del plata,SOUTH AMERICA
1072,adachi,ASIA
1073,pontianak,ASIA
1074,rasht,ASIA
1075,xigazê,ASIA
1076,cotonou,AFRICA
1077,tasikmalaya,ASIA
1078,kochi,ASIA
1079,soledad,SOUTH AMERICA
1080,shanhu,ASIA
1081,gothenburg,EUROPE
1082,acapulco de juárez,NORTH AMERICA
1083,gorakhpur,ASIA
1084,bahār,ASIA
1085,wrocław,EUROPE
1086,murcia,EUROPE
1087,pinghu,ASIA
1088,guankou,ASIA
1089,łódź,EUROPE
1090,yatou,ASIA
1091,denpasar,ASIA
1092,guntūr,ASIA
1093,tolyatti,EUROPE
1094,dayton,NORTH AMERICA
1095,ch’ŏngjin,ASIA
1096,zhaodong,ASIA
1097,puyang chengguanzhen,ASIA
1098,bulawayo,AFRICA
1099,aracaju,SOUTH AMERICA
1100,bacoor,ASIA
1101,rotterdam,EUROPE
1102,tlaquepaque,NORTH AMERICA
1103,villavicencio,SOUTH AMERICA
1104,campo grande,SOUTH AMERICA
1105,jingcheng,ASIA
1106,makhachkala,EUROPE
1107,banjarmasin,ASIA
1108,kitwe,AFRICA
1109,catia la mar,SOUTH AMERICA
1110,nneyi-umuleri,AFRICA
1111,al hufūf,ASIA
1112,dali,ASIA
1113,jalingo,AFRICA
1114,sargodha,ASIA
1115,karaikandi,ASIA
1116,ch’ŏnan,ASIA
1117,brampton,NORTH AMERICA
1118,cape coral,NORTH AMERICA
1119,haldwāni,ASIA
1120,abomey-calavi,AFRICA
1121,yıldırım,ASIA
1122,dhūlia,ASIA
1123,zhongshu,ASIA
1124,durango,NORTH AMERICA
1125,songzi,ASIA
1126,tondo,ASIA
1127,dayrūţ,AFRICA
1128,tlalnepantla,NORTH AMERICA
1129,xiping,ASIA
1130,osasco,SOUTH AMERICA
1131,huế,ASIA
1132,san jose del monte,ASIA
1133,denizli,ASIA
1134,maturín,SOUTH AMERICA
1135,honchō,ASIA
1136,wuxue,ASIA
1137,bhāvnagar,ASIA
1138,jinghong,ASIA
1139,wugang,ASIA
1140,sha tin,ASIA
1141,provo,NORTH AMERICA
1142,chisinau,EUROPE
1143,petaling jaya,ASIA
1144,colorado springs,NORTH AMERICA
1145,tallinn,EUROPE
1146,noida,ASIA
1147,las palmas,EUROPE
1148,mission viejo,NORTH AMERICA
1149,bhāngar,ASIA
1150,allentown,NORTH AMERICA
1151,benghazi,AFRICA
1152,chuxiong,ASIA
1153,düsseldorf,EUROPE
1154,palermo,EUROPE
1155,baton rouge,NORTH AMERICA
1156,makati city,ASIA
1157,ndola,AFRICA
1158,ţūkh,AFRICA
1159,glasgow,EUROPE
1160,bazal’tove,EUROPE
1161,al qaţīf,ASIA
1162,bhilai,ASIA
1163,mangalore,ASIA
1164,kaihua,ASIA
1165,irkutsk,EUROPE
1166,ogden,NORTH AMERICA
1167,meilan,ASIA
1168,ansan,ASIA
1169,barnaul,EUROPE
1170,bazhou,ASIA
1171,turpan,ASIA
1172,jos,AFRICA
1173,langzhong,ASIA
1174,qufu,ASIA
1175,al manşūrah,AFRICA
1176,tengyue,ASIA
1177,leipzig,EUROPE
1178,ḩalwān,AFRICA
1179,tân an,ASIA
1180,port-bouët,AFRICA
1181,izhevsk,EUROPE
1182,knoxville,NORTH AMERICA
1183,jurong,ASIA
1184,arusha,AFRICA
1185,bihtā,ASIA
1186,yuhuan,ASIA
1187,khabarovsk,EUROPE
1188,etimesgut,ASIA
1189,changping,ASIA
1190,chimalhuacán,NORTH AMERICA
1191,kandahār,ASIA
1192,oujda-angad,AFRICA
1193,ruiming,ASIA
1194,serang,ASIA
1195,ulyanovsk,EUROPE
1196,shenzhou,ASIA
1197,jambi,ASIA
1198,hasanpur,ASIA
1199,grand rapids,NORTH AMERICA
1200,yukarıkaraman,ASIA
1201,kuantan,ASIA
1202,gold coast,OCEANIA
1203,kawaguchi,ASIA
1204,dashiqiao,ASIA
1205,las piñas city,ASIA
1206,cuttack,ASIA
1207,san miguel de tucumán,SOUTH AMERICA
1208,ar rayyān,ASIA
1209,riga,EUROPE
1210,columbia,NORTH AMERICA
1211,salīmpur,ASIA
1212,malanje,AFRICA
1213,kryvyi rih,EUROPE
1214,djibouti,AFRICA
1215,zhuozhou,ASIA
1216,tianchang,ASIA
1217,albany,NORTH AMERICA
1218,bacolod,ASIA
1219,garoua,AFRICA
1220,bamenda,AFRICA
1221,bafoussam,AFRICA
1222,haifa,ASIA
1223,raurkela,ASIA
1224,tunis,AFRICA
1225,tumkūr,ASIA
1226,balikpapan,ASIA
1227,somolu,AFRICA
1228,şanlıurfa,ASIA
1229,dortmund,EUROPE
1230,al mukallā,ASIA
1231,xinji,ASIA
1232,melikgazi,ASIA
1233,kagoshima,ASIA
1234,wenchang,ASIA
1235,sihui,ASIA
1236,irapuato,NORTH AMERICA
1237,dublin,EUROPE
1238,al maḩallah al kubrá,AFRICA
1239,sialkot city,ASIA
1240,vladivostok,EUROPE
1241,luocheng,ASIA
1242,pereira,SOUTH AMERICA
1243,gaza,ASIA
1244,reynosa,NORTH AMERICA
1245,zāhedān,ASIA
1246,essen,EUROPE
1247,cimahi,ASIA
1248,wenlan,ASIA
1249,itabashi,ASIA
1250,shah alam,ASIA
1251,suginami-ku,ASIA
1252,jaboatão dos guararapes,SOUTH AMERICA
1253,vilnius,EUROPE
1254,kingston,NORTH AMERICA
1255,al mafraq,ASIA
1256,aţ ţā’if,ASIA
1257,port sudan,AFRICA
1258,nha trang,ASIA
1259,tuxtla,NORTH AMERICA
1260,bakersfield,NORTH AMERICA
1261,dehra dūn,ASIA
1262,bremen,EUROPE
1263,fu’an,ASIA
1264,mymensingh,ASIA
1265,hachiōji,ASIA
1266,iloilo,ASIA
1267,puente alto,SOUTH AMERICA
1268,botou,ASIA
1269,rabat,AFRICA
1270,sincan,ASIA
1271,kabinda,AFRICA
1272,kottayam,ASIA
1273,kahramanmaraş,ASIA
1274,shibīn al qanāţir,AFRICA
1275,tonalá,NORTH AMERICA
1276,abū ḩummuş,AFRICA
1277,irbid,ASIA
1278,jin’e,ASIA
1279,macau,ASIA
1280,xinxing,ASIA
1281,surrey,NORTH AMERICA
1282,yaroslavl,EUROPE
1283,qionghu,ASIA
1284,dresden,EUROPE
1285,xinmin,ASIA
1286,new haven,NORTH AMERICA
1287,antwerp,EUROPE
1288,kuiju,ASIA
1289,āsansol,ASIA
1290,bokaro steel city,ASIA
1291,jieshou,ASIA
1292,bello,SOUTH AMERICA
1293,kolhāpur,ASIA
1294,wencheng,ASIA
1295,miluo chengguanzhen,ASIA
1296,lanxi,ASIA
1297,zhenzhou,ASIA
1298,des moines,NORTH AMERICA
1299,nava raipur,ASIA
1300,gaizhou,ASIA
1301,leling,ASIA
1302,genoa,EUROPE
1303,ensenada,NORTH AMERICA
1304,herāt,ASIA
1305,uyo,AFRICA
1306,hamadān,ASIA
1307,chiclayo,SOUTH AMERICA
1308,surakarta,ASIA
1309,ajmer,ASIA
1310,braunschweig,EUROPE
1311,nānded,ASIA
1312,wuhai,ASIA
1313,palma,EUROPE
1314,rustenburg,AFRICA
1315,amrāvati,ASIA
1316,lisbon,EUROPE
1317,yanji,ASIA
1318,the hague,EUROPE
1319,hannover,EUROPE
1320,sevastopol,EUROPE
1321,palm bay,NORTH AMERICA
1322,manchester,EUROPE
1323,nellore,ASIA
1324,poznań,EUROPE
1325,ibagué,SOUTH AMERICA
1326,wancheng,ASIA
1327,tomsk,EUROPE
1328,sungai petani,ASIA
1329,xinshi,ASIA
1330,kemerovo,EUROPE
1331,naberezhnyye chelny,EUROPE
1332,valledupar,SOUTH AMERICA
1333,muntinlupa city,ASIA
1334,k’ebrī beyah,AFRICA
1335,luofeng,ASIA
1336,ghulja,ASIA
1337,ixtapaluca,NORTH AMERICA
1338,fuding,ASIA
1339,heroica matamoros,NORTH AMERICA
1340,mbeya,AFRICA
1341,an nāşirīyah,ASIA
1342,al ḩillah,ASIA
1343,lingyuan,ASIA
1344,juiz de fora,SOUTH AMERICA
1345,guixi,ASIA
1346,city of calamba,ASIA
1347,são josé dos campos,SOUTH AMERICA
1348,akron,NORTH AMERICA
1349,el geneina,AFRICA
1350,contagem,SOUTH AMERICA
1351,santa cruz,EUROPE
1352,agadir,AFRICA
1353,orenburg,EUROPE
1354,nilüfer,ASIA
1355,leeds,EUROPE
1356,kassala,AFRICA
1357,aksu,ASIA
1358,salta,SOUTH AMERICA
1359,dispur,ASIA
1360,gulbarga,ASIA
1361,nansana,AFRICA
1362,kimhae,ASIA
1363,novokuznetsk,EUROPE
1364,beira,AFRICA
1365,balashikha,EUROPE
1366,yazd,ASIA
1367,ardabīl,ASIA
1368,touba,AFRICA
1369,bīkaner,ASIA
1370,gaobeidian,ASIA
1371,mixco,NORTH AMERICA
1372,himeji,ASIA
1373,bandar ‘abbās,ASIA
1374,nuremberg,EUROPE
1375,concord,NORTH AMERICA
1376,van,ASIA
1377,port said,AFRICA
1378,kōtō-ku,ASIA
1379,ciudad apodaca,NORTH AMERICA
1380,kitchener,NORTH AMERICA
1381,agartala,ASIA
1382,soacha,SOUTH AMERICA
1383,buca,ASIA
1384,maipú,SOUTH AMERICA
1385,arāk,ASIA
1386,lyon,EUROPE
1387,tultitlán de mariano escobedo,NORTH AMERICA
1388,ryazan,EUROPE
1389,meknès,AFRICA
1390,luanzhou,ASIA
1391,al fayyūm,AFRICA
1392,utsunomiya,ASIA
1393,sheffield,EUROPE
1394,chānda,ASIA
1395,suez,AFRICA
1396,heshan,ASIA
1397,loni,ASIA
1398,jiaji,ASIA
1399,qaraghandy,ASIA
1400,santa marta,SOUTH AMERICA
1401,ujjain,ASIA
1402,abū ţisht,AFRICA
1403,samarkand,ASIA
1404,liverpool,EUROPE
1405,macapá,SOUTH AMERICA
1406,benguela,AFRICA
1407,cuito,AFRICA
1408,al fashn,AFRICA
1409,toulouse,EUROPE
1410,al ‘amārah,ASIA
1411,carrefour,NORTH AMERICA
1412,campos,SOUTH AMERICA
1413,cadaado,AFRICA
1414,meihekou,ASIA
1415,kenitra,AFRICA
1416,newcastle,AFRICA
1417,mesa,NORTH AMERICA
1418,jhānsi,ASIA
1419,matsuyama,ASIA
1420,ulhāsnagar,ASIA
1421,ribeirão prêto,SOUTH AMERICA
1422,pohang,ASIA
1423,duisburg,EUROPE
1424,jammu,ASIA
1425,ile-ife,AFRICA
1426,wichita,NORTH AMERICA
1427,mazatlán,NORTH AMERICA
1428,uberlândia,SOUTH AMERICA
1429,homyel’,EUROPE
1430,farāh,ASIA
1431,belas,AFRICA
1432,talatona,AFRICA
1433,nenjiang,ASIA
1434,tuticorin,ASIA
1435,asaba,AFRICA
1436,el fasher,AFRICA
1437,sukkur,ASIA
1438,k’ebrī dehar,AFRICA
1439,harrisburg,NORTH AMERICA
1440,taozhou,ASIA
1441,anlu,ASIA
1442,lapu-lapu city,ASIA
1443,matsudo,ASIA
1444,johor bahru,ASIA
1445,purnea,ASIA
1446,imus,ASIA
1447,niterói,SOUTH AMERICA
1448,lipetsk,EUROPE
1449,cheboksary,EUROPE
1450,staten island,NORTH AMERICA
1451,likasi,AFRICA
1452,xiangyang,ASIA
1453,jiangshan,ASIA
1454,duyun,ASIA
1455,pindi bhattian,ASIA
1456,nyala,AFRICA
1457,ichikawa,ASIA
1458,villa nueva,NORTH AMERICA
1459,kumul,ASIA
1460,toledo,NORTH AMERICA
1461,bissau,AFRICA
1462,accra,AFRICA
1463,kota bharu,ASIA
1464,higashi-ōsaka,ASIA
1465,larkana,ASIA
1466,xingcheng,ASIA
1467,‘ajmān,ASIA
1468,ciudad lópez mateos,NORTH AMERICA
1469,kaliningrad,EUROPE
1470,yueqing,ASIA
1471,penza,EUROPE
1472,belgaum,ASIA
1473,edinburgh,EUROPE
1474,yucheng,ASIA
1475,brookhaven,NORTH AMERICA
1476,worcester,NORTH AMERICA
1477,nishinomiya-hama,ASIA
1478,karamay,ASIA
1479,kawachichō,ASIA
1480,zhangshu,ASIA
1481,mingguang,ASIA
1482,malatya,ASIA
1483,garoowe,AFRICA
1484,vellore,ASIA
1485,huanghua,ASIA
1486,encheng,ASIA
1487,lianran,ASIA
1488,kartal,ASIA
1489,cuiabá,SOUTH AMERICA
1490,akhmīm,AFRICA
1491,az zarqā’,ASIA
1492,mālegaon,ASIA
1493,feira de santana,SOUTH AMERICA
1494,hailun,ASIA
1495,valletta,EUROPE
1496,kolwezi,AFRICA
1497,jāmnagar,ASIA
1498,sylhet,ASIA
1499,ananindeua,SOUTH AMERICA
1500,berbera,AFRICA
1501,chiniot,ASIA
1502,asunción,SOUTH AMERICA
1503,chengjiao,ASIA
1504,bārdoli,ASIA
1505,bratislava,EUROPE
1506,kurashiki,ASIA
1507,ōita,ASIA
1508,al jubayl,ASIA
1509,worthing,EUROPE
1510,gaya,ASIA
1511,port st. lucie,NORTH AMERICA
1512,xiulin,ASIA
1513,shekhupura,ASIA
1514,piura,SOUTH AMERICA
1515,vila velha,SOUTH AMERICA
1516,ar ruşayfah,ASIA
1517,kirov,EUROPE
1518,morogoro,AFRICA
1519,san juan,SOUTH AMERICA
1520,mykolaiv,EUROPE
1521,yicheng,ASIA
1522,fengcheng,ASIA
1523,mazār-e sharīf,ASIA
1524,xiaoyi,ASIA
1525,ba‘qūbah,ASIA
1526,katlehong,AFRICA
1527,tel aviv-yafo,ASIA
1528,jiangshandicun,ASIA
1529,little rock,NORTH AMERICA
1530,qingzhen,ASIA
1531,buraydah,ASIA
1532,kupang,ASIA
1533,tula,EUROPE
1534,ambattūr,ASIA
1535,nakhon ratchasima,ASIA
1536,tân uyên,ASIA
1537,astrakhan,EUROPE
1538,longjiang,ASIA
1539,leicester,EUROPE
1540,rushan,ASIA
1541,shangzhi,ASIA
1542,angeles city,ASIA
1543,kuqa,ASIA
1544,kanazawa,ASIA
1545,manado light,ASIA
1546,manado,ASIA
1547,kaiyuan,ASIA
1548,cranbourne,OCEANIA
1549,jalgaon,ASIA
1550,madison,NORTH AMERICA
1551,chhatarpur,ASIA
1552,fukuyama,ASIA
1553,juba,AFRICA
1554,lanús,SOUTH AMERICA
1555,spokane,NORTH AMERICA
1556,ta‘izz,ASIA
1557,long beach,NORTH AMERICA
1558,kikwit,AFRICA
1559,pyeongtaek,ASIA
1560,kurnool,ASIA
1561,marikina city,ASIA
1562,kâğıthane,ASIA
1563,amagasaki,ASIA
1564,melaka,ASIA
1565,denton,NORTH AMERICA
1566,ciudad general escobedo,NORTH AMERICA
1567,reno,NORTH AMERICA
1568,manizales,SOUTH AMERICA
1569,bornova,ASIA
1570,puerto la cruz,SOUTH AMERICA
1571,kahama,AFRICA
1572,hsinchu,ASIA
1573,gaoping,ASIA
1574,batman,ASIA
1575,demiryol,ASIA
1576,erköklü,ASIA
1577,avcılar,ASIA
1578,kota kinabalu,ASIA
1579,katsushika-ku,ASIA
1580,udaipur,ASIA
1581,mogi das cruzes,SOUTH AMERICA
1582,stavropol,EUROPE
1583,general trias,ASIA
1584,warder,AFRICA
1585,sirājganj,ASIA
1586,wāpi,ASIA
1587,bắc giang,ASIA
1588,boise,NORTH AMERICA
1589,zürich,EUROPE
1590,constantine,AFRICA
1591,nam định,ASIA
1592,eslāmshahr,ASIA
1593,rājshāhi,ASIA
1594,piraeus,EUROPE
1595,matadi,AFRICA
1596,zebediela,AFRICA
1597,shah latif town,ASIA
1598,tanbei,ASIA
1599,londrina,SOUTH AMERICA
1600,ado-ekiti,AFRICA
1601,bonita springs,NORTH AMERICA
1602,esenler,ASIA
1603,sochi,EUROPE
1604,santiago de cuba,NORTH AMERICA
1605,rodriguez,ASIA
1606,chauddagram,ASIA
1607,san nicolás de los garza,NORTH AMERICA
1608,taoyuan district,ASIA
1609,kissimmee,NORTH AMERICA
1610,baisha,ASIA
1611,ndjili,AFRICA
1612,mathura,ASIA
1613,meicheng,ASIA
1614,lembok,ASIA
1615,korhogo,AFRICA
1616,pasay city,ASIA
1617,beipiao,ASIA
1618,jiannan,ASIA
1619,halifax,NORTH AMERICA
1620,fujisawa,ASIA
1621,augusta,NORTH AMERICA
1622,ulan-ude,EUROPE
1623,springfield,NORTH AMERICA
1624,laval,NORTH AMERICA
1625,oakland,NORTH AMERICA
1626,jinchang,ASIA
1627,sunch’ŏn,ASIA
1628,nehe,ASIA
1629,kursk,EUROPE
1630,sāngli,ASIA
1631,lobito,AFRICA
1632,jeju,ASIA
1633,zhuangyuan,ASIA
1634,davangere,ASIA
1635,jian’ou,ASIA
1636,machida,ASIA
1637,winston-salem,NORTH AMERICA
1638,sanghar,ASIA
1639,chang’an,ASIA
1640,al marāghah,AFRICA
1641,bandung,ASIA
1642,shahe,ASIA
1643,calicut,ASIA
1644,windhoek,AFRICA
1645,joinvile,SOUTH AMERICA
1646,ismailia,AFRICA
1647,cusco,SOUTH AMERICA
1648,veracruz,NORTH AMERICA
1649,sokoto,AFRICA
1650,kashiwa,ASIA
1651,al bājūr,AFRICA
1652,yan’an beilu,ASIA
1653,mothīhāri,ASIA
1654,aomori,ASIA
1655,tepic,NORTH AMERICA
1656,akola,ASIA
1657,mandaluyong city,ASIA
1658,aves,EUROPE
1659,sihŭng,ASIA
1660,burco,AFRICA
1661,tver,EUROPE
1662,xalapa,NORTH AMERICA
1663,buenaventura,SOUTH AMERICA
1664,london,NORTH AMERICA
1665,piracicaba,SOUTH AMERICA
1666,tétouan,AFRICA
1667,yogyakarta,ASIA
1668,ciudad bolívar,SOUTH AMERICA
1669,skopje,EUROPE
1670,beining,ASIA
1671,toyota,ASIA
1672,daloa,AFRICA
1673,uijeongbu,ASIA
1674,hpa-an,ASIA
1675,laohekou,ASIA
1676,rahimyar khan,ASIA
1677,ugep,AFRICA
1678,thái nguyên,ASIA
1679,seremban,ASIA
1680,kayapınar,ASIA
1681,campina grande,SOUTH AMERICA
1682,xicheng,ASIA
1683,kowloon city,ASIA
1684,santos,SOUTH AMERICA
1685,tirana,EUROPE
1686,kushtia,ASIA
1687,el obeid,AFRICA
1688,mauá,SOUTH AMERICA
1689,xingren,ASIA
1690,takamatsu,ASIA
1691,stockton,NORTH AMERICA
1692,ajdābiyā,AFRICA
1693,callao,SOUTH AMERICA
1694,awsīm,AFRICA
1695,shinagawa-ku,ASIA
1696,paju,ASIA
1697,beylikdüzü,ASIA
1698,việt trì,ASIA
1699,santa rosa,ASIA
1700,nagqu,ASIA
1701,bettiah,ASIA
1702,jhang city,ASIA
1703,fujin,ASIA
1704,altındağ,ASIA
1705,yuanping,ASIA
1706,talā,AFRICA
1707,ţalkhā,AFRICA
1708,boa vista,SOUTH AMERICA
1709,banjul,AFRICA
1710,jayapura,ASIA
1711,toyama,ASIA
1712,sanandaj,ASIA
1713,khon kaen,ASIA
1714,linghai,ASIA
1715,shorāpur,ASIA
1716,koumassi,AFRICA
1717,durham,NORTH AMERICA
1718,tinnevelly,ASIA
1719,pasto,SOUTH AMERICA
1720,chattanooga,NORTH AMERICA
1721,bellary,ASIA
1722,bhāgalpur,ASIA
1723,danjiangkou,ASIA
1724,kisumu,AFRICA
1725,zhangjiakou shi xuanhua qu,ASIA
1726,maringá,SOUTH AMERICA
1727,manampizha,ASIA
1728,kocasinan,ASIA
1729,mataram,ASIA
1730,magnitogorsk,EUROPE
1731,greenville,NORTH AMERICA
1732,zhijiang,ASIA
1733,zaria,AFRICA
1734,lancaster,NORTH AMERICA
1735,fenyang,ASIA
1736,syracuse,NORTH AMERICA
1737,biñan,ASIA
1738,gebze,ASIA
1739,shashemenē,AFRICA
1740,fangting,ASIA
1741,shulan,ASIA
1742,wanyuan,ASIA
1743,jiexiu,ASIA
1744,hat yai,ASIA
1745,bağlar,ASIA
1746,sham shui po,ASIA
1747,santa fe,SOUTH AMERICA
1748,delhi cantonment,ASIA
1749,cumaná,SOUTH AMERICA
1750,fayetteville,NORTH AMERICA
1751,barura,ASIA
1752,kumi,ASIA
1753,nagasaki,ASIA
1754,al ḩudaydah,ASIA
1755,pencheng,ASIA
1756,salt lake city,ASIA
1757,qazvīn,ASIA
1758,etāwa,ASIA
1759,sonīpat,ASIA
1760,jundiaí,SOUTH AMERICA
1761,pensacola,NORTH AMERICA
1762,bogra,ASIA
1763,brno,EUROPE
1764,öskemen,ASIA
1765,gifu,ASIA
1766,montería,SOUTH AMERICA
1767,maungdaw,ASIA
1768,igboho,AFRICA
1769,yüreğir,ASIA
1770,pingquan,ASIA
1771,toyonaka,ASIA
1772,dera ghazi khan,ASIA
1773,hatay,ASIA
1774,luhansk,EUROPE
1775,miyazaki,ASIA
1776,dangyang,ASIA
1777,quilon,ASIA
1778,mulangodi,ASIA
1779,munro turuttu,ASIA
1780,barinas,SOUTH AMERICA
1781,gwangju,ASIA
1782,nangong,ASIA
1783,hirakata,ASIA
1784,sandakan,ASIA
1785,szczecin,EUROPE
1786,surgut,EUROPE
1787,yongji,ASIA
1788,arlington,NORTH AMERICA
1789,karūr,ASIA
1790,betsiboka,AFRICA
1791,ijebu-ode,AFRICA
1792,al jahrā’,ASIA
1793,tanga,AFRICA
1794,diadema,SOUTH AMERICA
1795,saurimo,AFRICA
1796,jālna,ASIA
1797,yola,AFRICA
1798,zhugang,ASIA
1799,hejin,ASIA
1800,dunhua,ASIA
1801,tāngāil,ASIA
1802,khayelitsha,AFRICA
1803,ad dīwānīyah,ASIA
1804,nnewi,AFRICA
1805,san-pédro,AFRICA
1806,gujrat,ASIA
1807,huili chengguanzhen,ASIA
1808,yokosuka,ASIA
1809,aurora,NORTH AMERICA
1810,asyūţ,AFRICA
1811,gwoza,AFRICA
1812,sampaloc,ASIA
1813,saki,AFRICA
1814,bologna,EUROPE
1815,aqtöbe,ASIA
1816,cilegon,ASIA
1817,uvinza,AFRICA
1818,ḩafr al bāţin,ASIA
1819,elazığ,ASIA
1820,zanjān,ASIA
1821,bairia,ASIA
1822,oyo,AFRICA
1823,taytay,ASIA
1824,kisenzi,AFRICA
1825,bhātpāra,ASIA
1826,sintra,EUROPE
1827,manisa,ASIA
1828,sirūr,ASIA
1829,tarlac city,ASIA
1830,okazaki,ASIA
1831,ceel baraf,AFRICA
1832,lingxi,ASIA
1833,ilesa,AFRICA
1834,kākināda,ASIA
1835,savar,ASIA
1836,nuevo laredo,NORTH AMERICA
1837,lecheng,ASIA
1838,bawshar,ASIA
1839,christchurch,OCEANIA
1840,gusau,AFRICA
1841,hancheng,ASIA
1842,zêtang,ASIA
1843,serekunda,AFRICA
1844,kanifing,AFRICA
1845,canberra,OCEANIA
1846,minamisuita,ASIA
1847,malabon,ASIA
1848,neiva,SOUTH AMERICA
1849,hà tĩnh,ASIA
1850,huancayo,SOUTH AMERICA
1851,celaya,NORTH AMERICA
1852,ichinomiya,ASIA
1853,iquitos,SOUTH AMERICA
1854,pānihāti,ASIA
1855,lianzhou,ASIA
1856,cainta,ASIA
1857,helixi,ASIA
1858,madīnat as sādis min uktūbar,AFRICA
1859,mamou,AFRICA
1860,scranton,NORTH AMERICA
1861,itaquaquecetuba,SOUTH AMERICA
1862,cantonment,ASIA
1863,rohtak,ASIA
1864,māler kotla,ASIA
1865,bhawana,ASIA
1866,oxnard,NORTH AMERICA
1867,bryansk,EUROPE
1868,lipa city,ASIA
1869,butuan,ASIA
1870,dikirnis,AFRICA
1871,takasaki,ASIA
1872,ambon,ASIA
1873,indio,NORTH AMERICA
1874,malakwal,ASIA
1875,toyohashi,ASIA
1876,chitungwiza,AFRICA
1877,panshi,ASIA
1878,az zubayr,ASIA
1879,bharatpur,ASIA
1880,petare,SOUTH AMERICA
1881,mardan,ASIA
1882,nagano,ASIA
1883,bauru,SOUTH AMERICA
1884,la florida,SOUTH AMERICA
1885,nicolás romero,NORTH AMERICA
1886,jinshan,ASIA
1887,bochum,EUROPE
1888,baguio city,ASIA
1889,cibinong,ASIA
1890,sivas,ASIA
1891,kolga,ASIA
1892,korba,ASIA
1893,qardho,AFRICA
1894,rio branco,SOUTH AMERICA
1895,tecámac,NORTH AMERICA
1896,alanya,ASIA
1897,mandaue city,ASIA
1898,victorville,NORTH AMERICA
1899,kocaeli,ASIA
1900,warri,AFRICA
1901,victoria,NORTH AMERICA
1902,wŏnsan,ASIA
1903,iligan,ASIA
1904,anguo,ASIA
1905,coventry,EUROPE
1906,trenton,NORTH AMERICA
1907,keelung,ASIA
1908,geita,AFRICA
1909,ivanovo,EUROPE
1910,cuenca,SOUTH AMERICA
1911,caerdydd,EUROPE
1912,blumenau,SOUTH AMERICA
1913,nanqiao,ASIA
1914,hrodna,EUROPE
1915,florence,EUROPE
1916,buurhakaba,AFRICA
1917,bengkulu,ASIA
1918,caxias do sul,SOUTH AMERICA
1919,malmö,EUROPE
1920,shuanghe,ASIA
1921,pétion-ville,NORTH AMERICA
1922,dengtacun,ASIA
1923,huntsville,NORTH AMERICA
1924,utrecht,EUROPE
1925,palu,ASIA
1926,sīkar,ASIA
1927,umuahia,AFRICA
1928,wuppertal,EUROPE
1929,palmira,SOUTH AMERICA
1930,alicante,EUROPE
1931,são josé do rio prêto,SOUTH AMERICA
1932,ash shuhadā’,AFRICA
1933,ondo,AFRICA
1934,vitsyebsk,EUROPE
1935,sasarām,ASIA
1936,sultanbeyli,ASIA
1937,xunyang,ASIA
1938,taraz,ASIA
1939,cubal,AFRICA
1940,anda,ASIA
1941,luena,AFRICA
1942,karnāl,ASIA
1943,gonaïves,NORTH AMERICA
1944,vinnytsia,EUROPE
1945,minatitlán,NORTH AMERICA
1946,linxia chengguanzhen,ASIA
1947,brahmapur,ASIA
1948,modesto,NORTH AMERICA
1949,caucaia,SOUTH AMERICA
1950,cabuyao,ASIA
1951,gedaref,AFRICA
1952,san fernando,ASIA
1953,kawagoe,ASIA
1954,pokhara,ASIA
1955,nice,EUROPE
1956,villahermosa,NORTH AMERICA
1957,wakayama,ASIA
1958,mahilyow,EUROPE
1959,osh,ASIA
1960,kita-ku,ASIA
1961,gimpo,ASIA
1962,corrientes,SOUTH AMERICA
1963,thari mir wah,ASIA
1964,nara,ASIA
1965,vladimir,EUROPE
1966,sinŭiju,ASIA
1967,oruro,SOUTH AMERICA
1968,arkhangelsk,EUROPE
1969,batangas,ASIA
1970,ahmadnagar,ASIA
1971,varna,EUROPE
1972,tarsus,ASIA
1973,sarıyer,ASIA
1974,semey,ASIA
1975,holguín,NORTH AMERICA
1976,tungi,ASIA
1977,godē,AFRICA
1978,sawrān,ASIA
1979,an nhơn,ASIA
1980,olinda,SOUTH AMERICA
1981,praia grande,SOUTH AMERICA
1982,shinjuku,ASIA
1983,antofagasta,SOUTH AMERICA
1984,meram,ASIA
1985,cascavel,SOUTH AMERICA
1986,pamukkale,ASIA
1987,canoas,SOUTH AMERICA
1988,takatsuki,ASIA
1989,yidu,ASIA
1990,antónio enes,AFRICA
1991,plovdiv,EUROPE
1992,central coast,OCEANIA
1993,honolulu,NORTH AMERICA
1994,karşıyaka,ASIA
1995,shāhjānpur,ASIA
1996,gwagwalada,AFRICA
1997,āvadi,ASIA
1998,tanch’ŏn,ASIA
1999,greensboro,NORTH AMERICA
2000,khānāpur,ASIA
2001,wad medani,AFRICA
2002,fort wayne,NORTH AMERICA
2003,kūstī,AFRICA
2004,belfast,EUROPE
2005,cuddapah,ASIA
2006,nakano,ASIA
2007,yong’an,ASIA
2008,alamādi,ASIA
2009,carapicuíba,SOUTH AMERICA
2010,anaheim,NORTH AMERICA
2011,brest,EUROPE
2012,ōtsu,ASIA
2013,maseru,AFRICA
